text,target,language,Domain
"Olivia Newton-John mengisyaratkan kemungkinan reuni dengan John Travolta untuk peringatan 40 tahun 'Grease' Kabar baik bagi para penggemar yang sangat berdedikasi untuk bintang-bintang ""Grease"" John Travolta dan Olivia Newton-John. Newtwon-John mengatakan kepada The Mirror Inggris bahwa sebuah reuni bisa dilakukan tahun depan untuk menandai peringatan 40 tahun film 1978. Aktris dan penyanyi Australia 68 itu mengonfirmasi bahwa dia dan Travolta telah mendiskusikan ide untuk reuni, tetapi dia tidak membocorkan rinciannya. Berbicara menjelang Penghargaan Fame di Hard Rock Live di Las Vegas tempat dia menerima Ikon Penghargaan, Newton-John mengatakan kepada The Mirror, ""Kami sedang memikirkan cara. Belum ada yang diumumkan."" ""Perayaan ulang tahun 'Grease' empat puluh tahun yang aku tidak percaya dia melanjutkan. Waktu berjalan begitu cepat. Sangat menyenangkan."" Menandai peringatan 40 tahun dapat menjadi salah satu pertunjukan terakhir Newton-John sebelum ia pensiun dari 50 tahun dalam bisnis pertunjukan. ""Seiring berjalannya waktu saya berpikir untuk melakukan lebih sedikit dan memiliki lebih banyak waktu luang, katanya. Tapi itu bukan pertama kalinya pikiran itu terlintas dalam pikirannya. Setiap tahun selama 20 tahun terakhir saya pikir saya pensiun dan kemudian seseorang akan katakan 'Bagaimana dengan ini?' dan itu seperti 'Oh itu terlihat menyenangkan' atau 'Bagaimana kalau ini?' ""Newton-John mengakui. ""Hal-hal yang aku tidak akan pernah pikirkan.""",0,Indonesian,Entertainment
"Mabadiliko ya ushuru ya bidhaa kubwa inayofuata ya tiketi kwenye ajenda ya kisheria ya Trump Asubuhi baada ya Rais Donald Trump kushindwa kutoa ahadi yake ya kampeni ya kuachisha na kuchukua nafasi ya Obamacare, aliihakikishia nchi mpango mpya utakuwa njiani.",0,Swahili,Politics
"Waziri wa Nishati Alexander Novak alisema kwamba hakuna sababu ya kuchunguza kuchimba visima kwa bahari ya Arctic kwa mafuta, badala yake watategemea biashara ya nje na washirika kwa miaka mitatu ijayo kwa mahitaji yao ya usambazaji wa mafuta. Alitoa wito wa kuendeleza shamba za kaskazini kuwa taka za rasilimali na dhamira kubwa wakati biashara ndio jibu la kiuchumi zaidi. Katika harakati za ujasiri za kukuza mahusiano ya Ulimwengu wa Urusi, Novak atakuwa akifanya kazi na timu ya Maendeleo ya Uchumi Vijijini Urusi badala yake kuzingatia miundombinu safi ya nishati. Wakati trela mpya ya ""Ligi ya Haki"" ilipoibuka Jumamosi, mashabiki wengi, na hata watazamaji wa kawaida, waligundua ukosefu wa dhahiri wa Superman halisi. Wengi waliona kuwa ""Ligi ya haki"" haikuwa kamili, au hata halali, bila Superman ya Henry Cavill (ambaye, kama inavyotarajiwa kutoka kwa kutokuwepo kwake, hana deni kwa filamu hii kwenye IMDB). Wakati hamu ya upendo ya Clark Kent, Lois Lane, alionyeshwa kwenye trela, kama ilivyoonyeshwa na Amy Adams, haitajitokeza mwenyewe. Mwisho wa alfajiri ya Haki, ikiwa utaangalia teyari hiyo, uchafu unaweza kupatikana unaelea juu ya kaburi la Superman, ikionyesha kuwa kweli atakuwa amekufa - kwa tukio hilo kuwa njia ya mkurugenzi Zack Snyder ya kuwahakikishia mashabiki hatarudi . Snyder hajutii kumuua mhusika, mbali, hata hivyo, aliwasikitikia na mashabiki ambao walidhani kwamba ""Ni ngumu kuwa na 'Ligi ya haki' bila Superman '. Snyder alidhani sinema hiyo ilitoa njia nzuri ya kuonyesha uzito wa dhabihu katika jinsi ambavyo athari za dhabihu hiyo zinajisikia kweli. Sio tu kwamba Superman alijitolea, alijiondoa kuokoa maisha zaidi katika siku zijazo - hiyo ni jambo ambalo linapaswa kuzingatiwa. Kwa hivyo wakati timu inaweza kuheshimu kwamba alitoa uhai wake , wanaweza pia kubeba wasiwasi juu ya jinsi watakavyokabili vitisho vya ulimwengu wote bila yeye. ""Ni nguvu ya kuvutia"", Snyder muses, ""Lakini nadhani watazamaji watapendezwa sana.""",1,Swahili,Business
Diva kỹ thuật số bên trong kết nối bí mật của Caitlyn Jenner RadarOnline.com đã biết được rằng Caitlyn Jenner đang khám phá khả năng tình dục của cô ấy trên mạng và đã được thưởng thức một chuỗi các cuộc trò chuyện bí mật trên mạng.,1,Vietnamese,Celebrity
"Bạn sẽ không tin George, Amal Clooney dự định sẽ chi bao nhiêu cho việc sinh đôi Nam diễn viên Hollywood George Clooney và vợ Amal Clooney được cho là đã chi hơn 1 triệu để có trải nghiệm giống như hoàng gia khi Amal hạ sinh cặp song sinh của họ.",1,Vietnamese,Celebrity
"Google मैप्स आपके दोस्तों को वास्तव में बता सकते हैं कि आप कहां हैं यदि आपने कभी सेंट्रल पार्क या गोल्डन गेट पार्क जैसे बड़े विस्तार में दोस्तों के साथ मिलने की कोशिश की है, तो आप जानते हैं कि यह सटीक जगह खोजने के लिए एक दर्द हो सकता है जहां वे बाहर लटक रहे हैं।",0,Hindi,Technology
"Hãy để có ánh sáng: các nhà khoa học Đức thử nghiệm 'mặt trời nhân tạo' Các nhà khoa học ở Đức đã bật công tắc vào thứ năm về thứ được mô tả là ""mặt trời nhân tạo lớn nhất thế giới"", một thiết bị mà họ hy vọng sẽ giúp làm sáng tỏ những cách mới để tạo ra nhiên liệu thân thiện với khí hậu.",0,Vietnamese,Technology
Penggemar berpikir Taylor Swift dan Drake mungkin berkencan - inilah semua buktinya Fans mengira Taylor Swift dan Drake berkencan.,0,Indonesian,Celebrity
"Albamu ya Taylor Swift Drops ""Sifa"", Joe Alywn Kupanga Kitu Haikuweza kuwa bora kwa Taylor Swift Muimbaji wa miaka 27 amepata usawa sahihi kati ya maisha yake ya kitaalam na ya kibinafsi. Kwa kuongezea, Taylor ameacha tu wimbo wake wa muziki uliotarajiwa ""Replication"" ambao tayari umeshapeleka mashabiki wake kwenye hali mbaya, Bado tena",1,Swahili,Celebrity
"Netflix inajaribu matangazo, na watazamaji wanayachukia Katika jitihada za kutoa mapato zaidi na kuweka bei ya chini ya kila mwezi, Netflix inajaribu kuongeza matangazo kwenye mito yake. Msemaji wa Netflix, Smita Saran alisema kipengele hicho ni moja ya ""mamia"" ya vipimo vya AB ambavyo kampuni hufanya kila mwaka kujaribu makala mpya. ""Ikiwa tutakwenda kwa njia hii, tunapanga kutekeleza kifungo cha 'Kuruka Biashara' ambacho kitawezeshwa ikiwa mtumiaji atalipa Ada ya kuongeza 'Ad-3. Wakati tunaelewa kuwa watazamaji wetu wengi wanapenda Netflix kwa sababu ya ukosefu ya matangazo, tunahisi hii ni chaguo nzuri kwa kumaliza gharama zinazoongezeka za yaliyomo.",1,Swahili,Technology
रेड पिट एंजेलीना जोली से अलग होने के बाद दुर्लभ सार्वजनिक उपस्थिति में स्टिंग के साथ चैरिटी कॉन्सर्ट में भाग लेते हैं ब्रैड पिट ने एंजेलिना जोली से अलग होने के बाद महीनों तक लो प्रोफाइल रखने के बाद शनिवार को सुर्खियों में छा गए।,0,Hindi,Celebrity
"Melania Trump: Phụ nữ đầu tiên, duy nhất Tại Washington, đệ nhất phu nhân Melania Trump, người vợ thứ ba của Donald Trump, Tổng thống Mỹ, đã nói về sự bình đẳng và tự do cho phụ nữ trong bữa tiệc mừng Ngày Quốc tế Phụ nữ tại Nhà Trắng. Bữa tiệc trưa chỉ dành cho những người phụ nữ có xã hội cao, những người có vẻ dễ chấp nhận những gì Melania nói. Melania lưu ý ""là một phụ nữ nhập cư, tôi biết những thách thức và khó khăn mà tất cả phụ nữ tạo ra - những người đến từ Mỹ, và những người không."" Cô tiếp tục lưu ý rằng các vấn đề của phụ nữ sẽ là một chủ đề quan trọng mà cô đề cập trong khi Đệ nhất phu nhân.",1,Vietnamese,Politics
"Kwenye Mipango ya Mtoto Wake wa Gogo ya Mama Yake kufuatia Taylor Kinney Mgawanyiko Ufunuliwa Lady Gaga anaunda maisha mapya peke yake, kihalisi",1,Swahili,Celebrity
सर्वेक्षण: कॉलेज के लिए ज्यादातर नए लोग भावनात्मक रूप से तैयार नहीं हैं हाई स्कूल के छात्र कक्षाएं लेने में वर्षों का समय लगाते हैं जो उन्हें कॉलेज के पाठ्यक्रमों की कठोरता से निपटने में मदद करेगा।,0,Hindi,Education
"हॉलीवुड फिल्म अवार्ड्स: देखें कि एंजेलिना जोली, मार्गोट रॉबी और क्या पहने थे हॉलीवुड फिल्म अवार्ड्स लॉस एंजिल्स में कल रात हुआ, जिसमें मार्गोट रोबी (लुई विटन में चित्रित), एंजेलीना जोली और डकोटा जॉनसन ग्लैमरस मेहमानों के बीच थे।",0,Hindi,Celebrity
"atch Out Gwyneth Paltrow – Jennifer Aniston Is After You! EXCLUSIVE Jennifer Aniston is in talks with business partners to open a wellness center that will provide facialists, workouts, meditation classes, and even a café with healthier versions of delicious foods.",1,English,Unknown
"लंदन स्टॉक एक्सचेंज ने डॉयचे बर्स के विलय पर 'कड़ी मेहनत' की लंदन स्टॉक एक्सचेंज ने कहा है कि यह ड्यूश बर्स के साथ अपने नियोजित विलय पर ""कड़ी मेहनत"" करने के लिए जारी है। इस हफ्ते की शुरुआत में एलएसई ने कहा कि यह सौदा गिर सकता है क्योंकि इसे यूरोपीय आयोग की मंजूरी मिलने की संभावना नहीं थी। आयोग ने एलटीई को एमटीएस में अपनी 60% हिस्सेदारी एक निश्चित आय वाले ट्रेडिंग प्लेटफॉर्म को बेचने का आदेश दिया था। एलएसई ने अनुरोध को ""अनुपातहीन"" कहा था। एलएसई की नवीनतम टिप्पणियां आईं क्योंकि एक्सचेंज ने 2016 के लिए मुनाफे में वृद्धि की रिपोर्ट की। पुनर्गठन की लागत और व्यवसायों को छोड़कर इसे बेच दिया है या एलएसई बंद कर दिया है। कर से पहले लाभ 623.1m तक £ 516.4ma वर्ष से वर्ष के लिए। ""ग्रुप ने हमारे प्रस्तावित विलय पर डॉयचे बर्स के साथ कड़ी मेहनत की है, जिसे फर्म के शेयरधारकों के दोनों सेटों से औपचारिक मंजूरी मिली।""",0,Hindi,Business
"Kendall Jenner: hy Cô ấy đang bỏ 'KU TK' nhưng vẫn còn tự hào về chương trình spin-off của Kylie Kendall Jenner tiếp tục xa cách với nền tảng chương trình thực tế khiến gia đình cô trở thành một gia đình, với các nguồn tin nhấn mạnh rằng người mẫu muốn có một sự nghiệp hợp pháp.",1,Vietnamese,Celebrity
"Joe Giudice, suami Real Housewives, pindah dari penjara New Jersey CAMDEN, NJ - Suami yang dipenjara dari bintang reality TV Terese Giudice dipindahkan ke penjara tempat ia dapat menerima sidang deportasi, kata pihak berwenang.",0,Indonesian,Celebrity
"Baseball Is Practically a Water Sport to the Mets' Granderson Even for 10 minutes Curtis Granderson can't restrain himself. On a recent morning here in spring training before the start of his 12th full major league season he was talking about how at age 36 he will handle the rigors of chasing down balls in center field. As he talked he asked for a brief timeout and reached for the 12-ounce water bottle he had left on the floor beside his locker. This was his sixth bottle of the day and it wasn't yet noon. There would likely be another six before the day was done. ""You always see him just crushing water said his fellow outfielder Michael Conforto, who is 12 years younger than Granderson. Granderson drinks by the sip. He values that over chugging because he believes it gives his body a constant flow of essential fluids. He is also a firm believer in room-temperature water, because he can't drink as much when the water is cold. Thus, a 24-pack of 12-ounce bottles is always adjacent to his locker.",0,English,Unknown
"क्रिस्टियानो रोनाल्डो सर्वकालिक शीर्ष 10 अंतरराष्ट्रीय गोलकीपरों में पुर्तगाल के लिए क्रिस्टियानो रोनाल्डो के 71 वें गोल ने उन्हें अंतरराष्ट्रीय इतिहास में शीर्ष 10 में शामिल किया। पुर्तगाली स्टार ने मंगलवार को स्वीडन के खिलाफ 3-2 की हार में अपनी 138 वीं उपस्थिति में सलामी बल्लेबाज को हराकर थाईलैंड के सउदी अरब के कातिसुक सेनामु के माजिद अब्दुल्ला और जर्मनी के मिरोस क्लोस के साथ संयुक्त रूप से नौवें स्थान पर ले लिया। उसके पास अभी भी कोई रास्ता नहीं है कि वह सर्वकालिक नेता अली दाए को पकड़ ले, जिसने 149 बार में ईरान के लिए 109 बार जाल बिछाया। रोनाल्डो के गोल ने उन्हें फेयरीक पुस्कस (84) और सैंडर कॉक्सिस (75) की दिग्गज हंगरी जोड़ी के पीछे यूरोपीय सूची में क्लोस के साथ संयुक्त-तीसरे स्थान पर ले लिया।",0,Hindi,Sports
